Major Categories	2nd-tier	3rd-tier	Example
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	28 Using cardiovascular equipment	riding stationary bicycle
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	28 Using cardiovascular equipment	using the treadmill
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	28 Using cardiovascular equipment	spinning
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	28 Using cardiovascular equipment	using the rowing machine
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	stock car racing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	4-wheeling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	drag racing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	riding in a go-cart
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	doing motocross
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	riding in or driving a dune buggy
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	29 Vehicle touring/racing	snowmobiling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	30 Playing volleyball	playing Wally ball
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	31 Walking	#N/A
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	swimming
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	river tubing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	playing water polo
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	surfing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	diving
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	body surfing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	waterskiing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	boogie-boarding
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	snorkeling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	talking to the swimming coach
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	scuba diving
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	32 Participating in water sports	water aerobics
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	33 Weightlifting/strength training	lifting weights
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	33 Weightlifting/strength training	bodybuilding
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	34 Working out, unspecified	stretching
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	34 Working out, unspecified	doing cardio (unspecified)
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	35 Wrestling	freestyle wrestling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	35 Wrestling	talking to the wrestling referee
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	35 Wrestling	Greco-Roman wrestling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	36 Doing yoga	Pilates
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	36 Doing yoga	talking to the yoga instructor
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	bungee jumping
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	ping-pong
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	cricket
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	table tennis
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	tai chi
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	horseshoes
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	paintball
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	croquet
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	baton twirling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	archery
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	curling
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	skeet-shooting
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	cheerleading
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	target practice
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	footbag
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	throwing darts
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	starting a campfire
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	shooting league
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	digging a latrine
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	javelin
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	collecting firewood for camp
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	pole vaulting
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	playing in the snow
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	discus
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	ballooning
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	playing Frisbee golf
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	skydiving
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	throwing a Frisbee
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	windsurfing
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	hang-gliding
13 Sports, Exercise, and Recreation	01 Participating in Sports, Exercise, or Recreation	99 Playing sports n.e.c.*	kite flying
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	01 Watching aerobics	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	02 Watching baseball	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	03 Watching basketball	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	04 Watching biking	watching a bicycle race
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	05 Watching billiards	watching pool players
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	05 Watching billiards	watching snooker players
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching sailing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching yachting
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching kayaking
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching rafting
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching canoeing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	06 Watching boating	watching crewing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	07 Watching bowling	watching ten pins
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	07 Watching bowling	watching duck pins
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	08 Watching climbing, spelunking, caving	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	09 Watching dancing	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	10 Watching equestrian sports	watching horseback riding
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	10 Watching equestrian sports	watching polo game
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	10 Watching equestrian sports	watching a steeple chase
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	11 Watching fencing	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	12 Watching fishing	watching deep-sea fishing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	12 Watching fishing	watching crabbing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	12 Watching fishing	watching fly fishing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	12 Watching fishing	watching clam-digging
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	13 Watching football	watching touch football
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	13 Watching football	watching tag football
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	14 Watching golfing	watching a golf tournament
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	15 Watching gymnastics	watching tumbling
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	15 Watching gymnastics	watching parallel bar competition
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	15 Watching gymnastics	watching balance beam completion
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	16 Watching hockey	watching ice hockey
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	16 Watching hockey	watching field hockey
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	17 Watching martial arts	watching karate
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	17 Watching martial arts	watching kickboxing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching tennis
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching racquetball
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching squash
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching badminton
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching handball
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	18 Watching racquet sports	watching lacrosse
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	19 Watching rodeo competitions	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	20 Watching rollerblading	watching roller-skating
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	20 Watching rollerblading	watching skateboarding
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	21 Watching rugby	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	22 Watching running	watching a marathon
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	22 Watching running	watching cross country running
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	22 Watching running	watching a running race
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	22 Watching running	watching an organized run
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	23 Watching skiing, ice skating, snowboarding	watching snow tubing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	24 Watching soccer	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	25 Watching softball	watching wiffle ball
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	26 Watching vehicle touring/racing	watching a stock car race
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	26 Watching vehicle touring/racing	watching snowmobiling
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	26 Watching vehicle touring/racing	watching a drag race
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	26 Watching vehicle touring/racing	watching 4-wheeling
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	26 Watching vehicle touring/racing	watching a motocross race
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	27 Watching volleyball	watching Wally ball
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	28 Watching walking	watching a walking sporting event
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	29 Watching water sports	watching a swim/dive meet
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	29 Watching water sports	watching water aerobics
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	29 Watching water sports	watching a water polo match
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	30 Watching weightlifting/strength training	watching weightlifting competition
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	31 Watching people working out, unspecified	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	32 Watching wrestling	#N/A
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching discus
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching ping-pong
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching hang-gliding
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching croquet game
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching ballooning
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching archery
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching skydiving
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching skeet-shooting
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching windsurfing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching dart playing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching bungee jumping
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching boxing
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching baton twirling
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching javelin
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching cheerleading
13 Sports, Exercise, and Recreation	02 Attending Sporting/Recreational Events	99 Attending sporting events, n.e.c.*	watching pole vaulting
13 Sports, Exercise, and Recreation	03 Waiting Associated with Sports, Exercise, & Recreation	01 Waiting related to playing sports or exercising	#N/A
13 Sports, Exercise, and Recreation	03 Waiting Associated with Sports, Exercise, & Recreation	02 Waiting related to attending sporting events	#N/A
13 Sports, Exercise, and Recreation	03 Waiting Associated with Sports, Exercise, & Recreation	99 Waiting associated with sports, exercise, & recreation, n.e.c.*	#N/A
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	01 Security related to playing sports or exercising	opening bags for security search (playing sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	01 Security related to playing sports or exercising	passing through metal detector (playing sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	01 Security related to playing sports or exercising	being searched at security checkpoint (playing sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	02 Security related to attending sporting events	opening bags for security search (attending sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	02 Security related to attending sporting events	passing through metal detector (attending sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	02 Security related to attending sporting events	being searched at security checkpoint (attending sports)
13 Sports, Exercise, and Recreation	04 Security Procedures Rel. to Sports, Exercise, & Recreation	99 Security related to sports, exercise, & recreation, n.e.c.*	#N/A
13 Sports, Exercise, and Recreation	99 Sports, Exercise, & Recreation, n.e.c.*	99 Sports, exercise, & recreation, n.e.c.*	#N/A
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending church services/synagogue/temple/mosque leading blessings
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending funerals/attending wakes, memorial services attending/participating in weddings
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending/hearing confession
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending church revival
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending a bar mitzvah/bat mitzvah/briss
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending a blessing
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending a baptism/christening
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	01 Attending religious services	attending confirmation service
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	reading the Bible/Koran/Torah/Talmud/scriptures
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	lighting advent wreath
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	studying the Bible/Koran/sciptures
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	praying alone
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	ushering for religious services
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	saying prayers for a seder
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	singing in the church choir
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	leading church choir, musical groups
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	visiting graves/putting flowers on graves
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	playing the church organ
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	rehearsing/decorating for religious ceremonies
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	participating in church musical performance
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	attending a wedding rehearsal
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	opening advent calendar day
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	cleaning up after religious ceremonies
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	conducting religious rites in the home
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	attending church choir practice
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	meditating for religious purposes
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	attending a religious retreat
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	preparing the sacrament/communion
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	praying with others
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	lighting menorah candles (Hanukkah)
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	preparing food for a seder
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	attending Passover seder
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	praying with hh child
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	02 Participation in religious practices	praying with nonhh child
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	03 Waiting associated w/religious & spiritual activities	Waiting associated w/ religious & spiritual activities
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	04 Security procedures rel. to religious & spiritual activities	opening bags for security search (religious activities)
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	04 Security procedures rel. to religious & spiritual activities	passing through metal detector (religious activities)
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	04 Security procedures rel. to religious & spiritual activities	being searched at security checkpoint (religious activities)
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	attending confirmation class/attending Sunday school teaching Sunday school
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	attending Bible study
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	preparing materials for Bible study
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	teaching/leading Bible study
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	teaching bat/bar mitvah class
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	distributing religious literature
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	attending pre-Cana class
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	reading (other: confirmation class)
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	leading religious youth group
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	memorizing verses for confirmation class
14 Religious and Spiritual Activities	01 Religious/Spiritual Practices	05 Religious education activities	reading/studying scriptures for Sunday school
14 Religious and Spiritual Activities	99 Religious and Spiritual Activities, n.e.c.*	99 Religious and spiritual activities, n.e.c.*	#N/A
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	writing/sending e-mail (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	computer use, unspecified (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	checking e-mail (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	surfing the internet (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	designing website for volunteer org.
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	setting up computer (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	01 Computer use	loading computer software (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	preparing for a meeting (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	filing (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	organizing volunteer materials
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	preparing/organizing schedules (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	stuffing envelopes (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	addressing envelopes (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	completing paperwork (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	re-shelving library books (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	02 Organizing and preparing	reviewing applications (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	03 Reading	reviewing notes, briefs, papers (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	03 Reading	reading the Bible (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	03 Reading	reading books, journals, newspapers (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	03 Reading	reading scriptures (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	04 Telephone calls (except hotline counseling)	making phone calls (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	04 Telephone calls (except hotline counseling)	answering phones (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	05 Writing	editing newsletters (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	05 Writing	writing letters/memos (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	collecting monetary donations (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	ringing a bell for the Salvation Army (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling nonfood items at a concession stand
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	raising money for charitable causes (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	(volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	raising money for political candidates (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	helping with a yard sale (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling items at a yard sale (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling items at a bazaar (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	soliciting pledges (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling raffle tickets (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling tickets (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	setting up a silent auction (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	planning a benefit (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	06 Fundraising	selling Girl Scout cookies (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	99 Administrative & support activities, n.e.c.*	counted church offering (volunteer)
15 Volunteer Activities	01 Administrative & Support Activities	99 Administrative & support activities, n.e.c.*	collecting signatures for a petition (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	working in a soup kitchen (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	distributing groceries at food bank (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	preparing food for a fundraiser (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	serving food at a homeless shelter (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	selling food or unknown items at a concession stand
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	delivering/serving meals to shut-ins (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	(volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	baking cookies for the PTA bake sale (volunteer)
15 Volunteer Activities	02 Social Service & Care Activities (Except Medical)	01 Food preparation, presentation, clean-up	donating food to a food bank (volunteer)
